city_name,date_time,percent_congestion
Atlanta,2020-02-01 07:00:00,21.602794501011218
Chicago,2020-02-01 07:00:00,29.187787506740214
Seattle,2020-02-01 07:00:00,29.066028708244506
New York,2020-02-01 07:00:00,29.46487062961749
Washington,2020-02-01 07:00:00,31.941854892326859
Los Angeles,2020-02-01 07:00:00,28.853165234733829
San Francisco,2020-02-01 07:00:00,30.215825087744406
Ciudad de México,2020-02-01 07:00:00,45.832727477114318
Atlanta,2020-02-01 08:00:00,29.5486473947981
Chicago,2020-02-01 08:00:00,40.041383944035317
Seattle,2020-02-01 08:00:00,35.823881125285695
New York,2020-02-01 08:00:00,40.169195574024222
Washington,2020-02-01 08:00:00,36.732775716826417
Los Angeles,2020-02-01 08:00:00,38.463036112740348
San Francisco,2020-02-01 08:00:00,37.04814521416877
Ciudad de México,2020-02-01 08:00:00,58.335325554923593
Atlanta,2020-02-01 09:00:00,32.427438665927
Chicago,2020-02-01 09:00:00,47.122918503066927
Seattle,2020-02-01 09:00:00,40.796612108449573
New York,2020-02-01 09:00:00,45.145323032520295
Washington,2020-02-01 09:00:00,45.366356753260526
Los Angeles,2020-02-01 09:00:00,42.430566391784573
San Francisco,2020-02-01 09:00:00,46.209314471482585
Ciudad de México,2020-02-01 09:00:00,60.747119343734944
Atlanta,2020-02-01 10:00:00,38.2004664061991
Chicago,2020-02-01 10:00:00,54.178442444540451
Seattle,2020-02-01 10:00:00,47.69365860023909
New York,2020-02-01 10:00:00,47.014255227766718
Washington,2020-02-01 10:00:00,49.760967528203338
Los Angeles,2020-02-01 10:00:00,47.390485843020677
San Francisco,2020-02-01 10:00:00,53.380369800862894
Ciudad de México,2020-02-01 10:00:00,57.736867015000328
Atlanta,2020-02-01 11:00:00,45.2167669584714
Chicago,2020-02-01 11:00:00,60.176862708669375
Seattle,2020-02-01 11:00:00,52.357758769516252
New York,2020-02-01 11:00:00,49.399074755856695
Washington,2020-02-01 11:00:00,53.711017380510562
Los Angeles,2020-02-01 11:00:00,55.140350631197421
San Francisco,2020-02-01 11:00:00,57.660965879878589
Ciudad de México,2020-02-01 11:00:00,57.849453774856663
Atlanta,2020-02-01 12:00:00,48.0467737598111
Chicago,2020-02-01 12:00:00,64.648942408359716
Seattle,2020-02-01 12:00:00,54.219909464861175
New York,2020-02-01 12:00:00,50.829778360638009
Washington,2020-02-01 12:00:00,59.77669786340779
Los Angeles,2020-02-01 12:00:00,58.512421718522091
San Francisco,2020-02-01 12:00:00,61.505239971564819
Ciudad de México,2020-02-01 12:00:00,64.3683397503275
Atlanta,2020-02-01 13:00:00,54.716683925396261
Chicago,2020-02-01 13:00:00,64.329618559426223
Seattle,2020-02-01 13:00:00,60.059748403396874
New York,2020-02-01 13:00:00,49.075303496324793
Washington,2020-02-01 13:00:00,64.29177552352013
Los Angeles,2020-02-01 13:00:00,58.94852230257186
San Francisco,2020-02-01 13:00:00,64.531906020741559
Ciudad de México,2020-02-01 13:00:00,64.228613255028222
Atlanta,2020-02-01 14:00:00,55.036105366296795
Chicago,2020-02-01 14:00:00,64.595202007992469
Seattle,2020-02-01 14:00:00,57.986813786113132
New York,2020-02-01 14:00:00,51.229785230091537
Washington,2020-02-01 14:00:00,59.978113156401761
Los Angeles,2020-02-01 14:00:00,56.653297429925196
San Francisco,2020-02-01 14:00:00,65.294764189091566
Ciudad de México,2020-02-01 14:00:00,67.781430721823654
Atlanta,2020-02-01 15:00:00,53.994670033264569
Chicago,2020-02-01 15:00:00,61.294934527321473
Seattle,2020-02-01 15:00:00,49.837169110139541
New York,2020-02-01 15:00:00,50.265119759595613
Washington,2020-02-01 15:00:00,59.96803821688583
Los Angeles,2020-02-01 15:00:00,57.332064872759794
San Francisco,2020-02-01 15:00:00,65.1349770075848
Ciudad de México,2020-02-01 15:00:00,61.734146619535288
Atlanta,2020-02-01 16:00:00,52.527507918803238
Chicago,2020-02-01 16:00:00,61.156298305598213
Seattle,2020-02-01 16:00:00,56.250621513149454
New York,2020-02-01 16:00:00,48.174994826374387
Washington,2020-02-01 16:00:00,58.883134709751161
Los Angeles,2020-02-01 16:00:00,53.518127730494669
San Francisco,2020-02-01 16:00:00,71.555688130981409
Ciudad de México,2020-02-01 16:00:00,59.648803099066768
Atlanta,2020-02-01 17:00:00,50.52365459232113
Chicago,2020-02-01 17:00:00,60.019436742096424
Seattle,2020-02-01 17:00:00,51.903080948649041
New York,2020-02-01 17:00:00,47.749462108615859
Washington,2020-02-01 17:00:00,62.624051894887309
Los Angeles,2020-02-01 17:00:00,51.32765561716468
San Francisco,2020-02-01 17:00:00,70.955670408722611
Ciudad de México,2020-02-01 17:00:00,57.507802130518868
Atlanta,2020-02-01 18:00:00,51.8413496577685
Chicago,2020-02-01 18:00:00,56.536134369215532
Seattle,2020-02-01 18:00:00,53.837640725010729
New York,2020-02-01 18:00:00,46.4756663238736
Washington,2020-02-01 18:00:00,60.846360613049534
Los Angeles,2020-02-01 18:00:00,50.749100009926174
San Francisco,2020-02-01 18:00:00,65.185227889569461
Ciudad de México,2020-02-01 18:00:00,51.282327133187408
Atlanta,2020-02-01 19:00:00,52.852077963921488
Chicago,2020-02-01 19:00:00,49.926097712114007
Seattle,2020-02-01 19:00:00,49.941585747666991
New York,2020-02-01 19:00:00,45.459084980462563
Washington,2020-02-01 19:00:00,57.367121515189126
Los Angeles,2020-02-01 19:00:00,45.319718453742148
San Francisco,2020-02-01 19:00:00,62.270456509186211
Ciudad de México,2020-02-01 19:00:00,48.777024196768167
Atlanta,2020-02-01 20:00:00,47.048507767975408
Chicago,2020-02-01 20:00:00,47.123702542928356
Seattle,2020-02-01 20:00:00,44.512169990335096
New York,2020-02-01 20:00:00,39.2822142190693
Washington,2020-02-01 20:00:00,49.007883075190712
Los Angeles,2020-02-01 20:00:00,39.875372407427356
San Francisco,2020-02-01 20:00:00,57.598341905541318
Ciudad de México,2020-02-01 20:00:00,43.186059954341282
Atlanta,2020-02-01 21:00:00,43.020041168171694
Chicago,2020-02-01 21:00:00,46.812417534679639
Seattle,2020-02-01 21:00:00,48.114686331764936
New York,2020-02-01 21:00:00,36.412597837294392
Washington,2020-02-01 21:00:00,46.035034864175444
Los Angeles,2020-02-01 21:00:00,36.934025069673162
San Francisco,2020-02-01 21:00:00,52.01178018040973
Ciudad de México,2020-02-01 21:00:00,37.6762957735833
Atlanta,2020-02-01 22:00:00,41.842084664951976
Chicago,2020-02-01 22:00:00,41.932743823982882
Seattle,2020-02-01 22:00:00,45.641662187880122
New York,2020-02-01 22:00:00,35.2148239015411
Washington,2020-02-01 22:00:00,47.062030942418922
Los Angeles,2020-02-01 22:00:00,33.748930356498043
San Francisco,2020-02-01 22:00:00,47.5593890978346
Ciudad de México,2020-02-01 22:00:00,36.74006397218443
Atlanta,2020-02-01 23:00:00,40.02895193356332
Chicago,2020-02-01 23:00:00,39.811306572749466
Seattle,2020-02-01 23:00:00,42.277219761990665
New York,2020-02-01 23:00:00,30.471812189725021
Washington,2020-02-01 23:00:00,43.661947967893
Los Angeles,2020-02-01 23:00:00,26.952143884838321
San Francisco,2020-02-01 23:00:00,47.575571897112567
Ciudad de México,2020-02-01 23:00:00,31.143365356973174
Atlanta,2020-02-02 00:00:00,34.192319244561432
Chicago,2020-02-02 00:00:00,37.31801823073927
Seattle,2020-02-02 00:00:00,38.074721363357455
New York,2020-02-02 00:00:00,27.702304449540229
Washington,2020-02-02 00:00:00,41.815570397700505
Los Angeles,2020-02-02 00:00:00,23.4073232866115
San Francisco,2020-02-02 00:00:00,37.399813810567586
Ciudad de México,2020-02-02 00:00:00,23.228267915458623
Atlanta,2020-02-02 01:00:00,30.330218039285207
Chicago,2020-02-02 01:00:00,31.686437870393629
Seattle,2020-02-02 01:00:00,33.589547607227352
New York,2020-02-02 01:00:00,24.720040869332145
Washington,2020-02-02 01:00:00,31.3528492322921
Los Angeles,2020-02-02 01:00:00,18.792732118736449
San Francisco,2020-02-02 01:00:00,32.125450231914485
Ciudad de México,2020-02-02 01:00:00,23.585438817380183
Atlanta,2020-02-02 02:00:00,27.192845165841096
Chicago,2020-02-02 02:00:00,26.406876109679533
Seattle,2020-02-02 02:00:00,28.084992108186157
New York,2020-02-02 02:00:00,17.071030734778851
Washington,2020-02-02 02:00:00,29.035427421998854
Los Angeles,2020-02-02 02:00:00,13.776433085081196
San Francisco,2020-02-02 02:00:00,25.800235117165105
Ciudad de México,2020-02-02 02:00:00,24.114253260660345
Atlanta,2020-02-02 03:00:00,20.055932693683324
Chicago,2020-02-02 03:00:00,21.219440582862052
Seattle,2020-02-02 03:00:00,23.465340144262573
New York,2020-02-02 03:00:00,15.589108119071815
Washington,2020-02-02 03:00:00,22.985421406110049
Los Angeles,2020-02-02 03:00:00,7.26696448148236
San Francisco,2020-02-02 03:00:00,30.216215447307736
Ciudad de México,2020-02-02 03:00:00,17.334514400077946
Atlanta,2020-02-02 04:00:00,13.185782440631034
Chicago,2020-02-02 04:00:00,18.702178517601666
Seattle,2020-02-02 04:00:00,21.027159896679397
New York,2020-02-02 04:00:00,13.468336413486051
Washington,2020-02-02 04:00:00,18.213782694526838
Los Angeles,2020-02-02 04:00:00,6.0491969730447614
San Francisco,2020-02-02 04:00:00,28.424886546359506
Ciudad de México,2020-02-02 04:00:00,16.21989897944162
Atlanta,2020-02-02 05:00:00,17.707463761284508
Chicago,2020-02-02 05:00:00,17.387430276759517
Seattle,2020-02-02 05:00:00,24.996008963948338
New York,2020-02-02 05:00:00,11.219554923819128
Washington,2020-02-02 05:00:00,11.43873116694367
Los Angeles,2020-02-02 05:00:00,9.8955779767022882
San Francisco,2020-02-02 05:00:00,20.220658378683094
Ciudad de México,2020-02-02 05:00:00,22.051076061841204
Atlanta,2020-02-02 06:00:00,12.820429974626563
Chicago,2020-02-02 06:00:00,19.766615331823189
Seattle,2020-02-02 06:00:00,24.08492154558607
New York,2020-02-02 06:00:00,21.5011260465963
Washington,2020-02-02 06:00:00,18.939738245212897
Los Angeles,2020-02-02 06:00:00,12.050542128554747
San Francisco,2020-02-02 06:00:00,18.389813696253583
Ciudad de México,2020-02-02 06:00:00,19.177425650042405
Atlanta,2020-02-02 07:00:00,18.551205310560594
Chicago,2020-02-02 07:00:00,23.3012780202876
Seattle,2020-02-02 07:00:00,17.4394226687099
New York,2020-02-02 07:00:00,24.10079370628107
Washington,2020-02-02 07:00:00,27.568905729446989
Los Angeles,2020-02-02 07:00:00,17.419512359612398
San Francisco,2020-02-02 07:00:00,23.590617982588455
Ciudad de México,2020-02-02 07:00:00,27.903214732009
Atlanta,2020-02-02 08:00:00,22.06950389087983
Chicago,2020-02-02 08:00:00,25.423212444809529
Seattle,2020-02-02 08:00:00,27.311297626843444
New York,2020-02-02 08:00:00,32.152499550913504
Washington,2020-02-02 08:00:00,28.820516240889145
Los Angeles,2020-02-02 08:00:00,24.746489104432097
San Francisco,2020-02-02 08:00:00,30.424999848688049
Ciudad de México,2020-02-02 08:00:00,39.809348063450777
Atlanta,2020-02-02 09:00:00,30.954741153848126
Chicago,2020-02-02 09:00:00,34.266705893504223
Seattle,2020-02-02 09:00:00,34.470618769130745
New York,2020-02-02 09:00:00,39.015615572308462
Washington,2020-02-02 09:00:00,34.487368005582375
Los Angeles,2020-02-02 09:00:00,29.822486572812203
San Francisco,2020-02-02 09:00:00,35.79724481922171
Ciudad de México,2020-02-02 09:00:00,32.586656997220274
Atlanta,2020-02-02 10:00:00,32.9794433054448
Chicago,2020-02-02 10:00:00,42.436869731791504
Seattle,2020-02-02 10:00:00,41.584203738458072
New York,2020-02-02 10:00:00,41.912576732845565
Washington,2020-02-02 10:00:00,41.5811401972357
Los Angeles,2020-02-02 10:00:00,35.521481319685265
San Francisco,2020-02-02 10:00:00,44.272421851684911
Ciudad de México,2020-02-02 10:00:00,36.605937370155715
Atlanta,2020-02-02 11:00:00,37.695596593924762
Chicago,2020-02-02 11:00:00,46.649260973320843
Seattle,2020-02-02 11:00:00,43.009962102691546
New York,2020-02-02 11:00:00,44.211095433422088
Washington,2020-02-02 11:00:00,45.230245318572926
Los Angeles,2020-02-02 11:00:00,39.8176443584377
San Francisco,2020-02-02 11:00:00,48.011611146919989
Ciudad de México,2020-02-02 11:00:00,37.426206522802644
Atlanta,2020-02-02 12:00:00,42.6675934177749
Chicago,2020-02-02 12:00:00,50.961413943350678
Seattle,2020-02-02 12:00:00,47.805554062091112
New York,2020-02-02 12:00:00,44.569990383213145
Washington,2020-02-02 12:00:00,51.219542426677364
Los Angeles,2020-02-02 12:00:00,38.845904023112482
San Francisco,2020-02-02 12:00:00,46.938491562636528
Ciudad de México,2020-02-02 12:00:00,42.516029689704581
Atlanta,2020-02-02 13:00:00,45.321976197474044
Chicago,2020-02-02 13:00:00,56.172686263311476
Seattle,2020-02-02 13:00:00,51.407101995467031
New York,2020-02-02 13:00:00,45.888561491233318
Washington,2020-02-02 13:00:00,55.015427723871582
Los Angeles,2020-02-02 13:00:00,45.861297089997258
San Francisco,2020-02-02 13:00:00,51.17927986748596
Ciudad de México,2020-02-02 13:00:00,45.23064609391826
Atlanta,2020-02-02 14:00:00,43.598363239149748
Chicago,2020-02-02 14:00:00,52.8849285179954
Seattle,2020-02-02 14:00:00,52.749057600017878
New York,2020-02-02 14:00:00,48.0749578975486
Washington,2020-02-02 14:00:00,51.364928351742023
Los Angeles,2020-02-02 14:00:00,47.635532520217716
San Francisco,2020-02-02 14:00:00,56.254250417462025
Ciudad de México,2020-02-02 14:00:00,43.658374474191511
Atlanta,2020-02-02 15:00:00,41.435430424365279
Chicago,2020-02-02 15:00:00,53.532255092899796
Seattle,2020-02-02 15:00:00,52.373463085581974
New York,2020-02-02 15:00:00,47.141678513686742
Washington,2020-02-02 15:00:00,52.326285576918963
Los Angeles,2020-02-02 15:00:00,44.195059109609005
San Francisco,2020-02-02 15:00:00,54.568396249588517
Ciudad de México,2020-02-02 15:00:00,43.028907401934205
Atlanta,2020-02-02 16:00:00,42.245800511516336
Chicago,2020-02-02 16:00:00,55.803905085000785
Seattle,2020-02-02 16:00:00,39.412267288835054
New York,2020-02-02 16:00:00,46.16254965753896
Washington,2020-02-02 16:00:00,47.807803201055862
Los Angeles,2020-02-02 16:00:00,35.872883832791743
San Francisco,2020-02-02 16:00:00,47.729696411876724
Ciudad de México,2020-02-02 16:00:00,39.237265012513141
Atlanta,2020-02-02 17:00:00,42.140373720646615
Chicago,2020-02-02 17:00:00,53.207288346387593
Seattle,2020-02-02 17:00:00,34.360593960561893
New York,2020-02-02 17:00:00,45.712779703056185
Washington,2020-02-02 17:00:00,46.83699756224032
Los Angeles,2020-02-02 17:00:00,31.168536981529183
San Francisco,2020-02-02 17:00:00,38.617856061257243
Ciudad de México,2020-02-02 17:00:00,36.610504993924536
Atlanta,2020-02-02 18:00:00,39.456994392432044
Chicago,2020-02-02 18:00:00,40.777723420261495
Seattle,2020-02-02 18:00:00,35.72422601572066
New York,2020-02-02 18:00:00,42.469576128989885
Washington,2020-02-02 18:00:00,51.464731118814676
Los Angeles,2020-02-02 18:00:00,30.409931144741385
San Francisco,2020-02-02 18:00:00,38.862970862417612
Ciudad de México,2020-02-02 18:00:00,41.065352928998344
Atlanta,2020-02-02 19:00:00,31.946862637598588
Chicago,2020-02-02 19:00:00,34.523178919182193
Seattle,2020-02-02 19:00:00,42.535840189846567
New York,2020-02-02 19:00:00,35.538201021444479
Washington,2020-02-02 19:00:00,40.028332035438609
Los Angeles,2020-02-02 19:00:00,32.497323002318637
San Francisco,2020-02-02 19:00:00,51.839263407857182
Ciudad de México,2020-02-02 19:00:00,37.665044721329821
Atlanta,2020-02-02 20:00:00,29.528907882411136
Chicago,2020-02-02 20:00:00,32.303115722743328
Seattle,2020-02-02 20:00:00,40.321216716754336
New York,2020-02-02 20:00:00,28.977600795952384
Washington,2020-02-02 20:00:00,35.302785519505733
Los Angeles,2020-02-02 20:00:00,30.682429666229272
San Francisco,2020-02-02 20:00:00,47.667881477503549
Ciudad de México,2020-02-02 20:00:00,40.115386703492852
Atlanta,2020-02-02 21:00:00,27.628325251250331
Chicago,2020-02-02 21:00:00,40.119205935651017
Seattle,2020-02-02 21:00:00,35.180730815934361
New York,2020-02-02 21:00:00,28.264362695539187
Washington,2020-02-02 21:00:00,34.796756506302792
Los Angeles,2020-02-02 21:00:00,27.026706131690649
San Francisco,2020-02-02 21:00:00,32.843991059832511
Ciudad de México,2020-02-02 21:00:00,30.650207939143403
Atlanta,2020-02-02 22:00:00,33.180059912432405
Chicago,2020-02-02 22:00:00,34.325784320911211
Seattle,2020-02-02 22:00:00,31.900730915332197
New York,2020-02-02 22:00:00,27.34927779623678
Washington,2020-02-02 22:00:00,41.479124304107209
Los Angeles,2020-02-02 22:00:00,19.031459671872874
San Francisco,2020-02-02 22:00:00,28.807944741068731
Ciudad de México,2020-02-02 22:00:00,26.792047431218148
Atlanta,2020-02-02 23:00:00,25.004965382847111
Chicago,2020-02-02 23:00:00,23.856654354843172
Seattle,2020-02-02 23:00:00,27.068489148471919
New York,2020-02-02 23:00:00,21.708270026201216
Washington,2020-02-02 23:00:00,34.614519117245649
Los Angeles,2020-02-02 23:00:00,16.248313041973091
San Francisco,2020-02-02 23:00:00,27.972751953968221
Ciudad de México,2020-02-02 23:00:00,20.72524239255069
Atlanta,2020-02-03 00:00:00,20.602802340980574
Chicago,2020-02-03 00:00:00,23.871323580035558
Seattle,2020-02-03 00:00:00,26.039164615786735
New York,2020-02-03 00:00:00,21.557726361285603
Washington,2020-02-03 00:00:00,25.77471160067568
Los Angeles,2020-02-03 00:00:00,13.521289908497803
San Francisco,2020-02-03 00:00:00,24.363193779542371
Ciudad de México,2020-02-03 00:00:00,19.619537970995427
Atlanta,2020-02-03 01:00:00,17.840813990630007
Chicago,2020-02-03 01:00:00,18.859307127521529
Seattle,2020-02-03 01:00:00,22.998233631302814
New York,2020-02-03 01:00:00,18.480839927496888
Washington,2020-02-03 01:00:00,22.623838789146863
Los Angeles,2020-02-03 01:00:00,10.225882405607011
San Francisco,2020-02-03 01:00:00,31.9712287196252
Ciudad de México,2020-02-03 01:00:00,12.704257597828533
Atlanta,2020-02-03 02:00:00,10.88734306769206
Chicago,2020-02-03 02:00:00,17.185767585587534
Seattle,2020-02-03 02:00:00,19.339239360444527
New York,2020-02-03 02:00:00,12.534703760210638
Washington,2020-02-03 02:00:00,17.916285251427912
Los Angeles,2020-02-03 02:00:00,7.0007173786629018
San Francisco,2020-02-03 02:00:00,25.335355252697354
Ciudad de México,2020-02-03 02:00:00,8.5654085593231368
Atlanta,2020-02-03 03:00:00,16.030839333232347
Chicago,2020-02-03 03:00:00,12.786081886361981
Seattle,2020-02-03 03:00:00,20.833267129289233
New York,2020-02-03 03:00:00,12.235489480958284
Washington,2020-02-03 03:00:00,14.50090474019729
Los Angeles,2020-02-03 03:00:00,10.572925205648968
San Francisco,2020-02-03 03:00:00,26.6055248263486
Ciudad de México,2020-02-03 03:00:00,9.23958134927321
Atlanta,2020-02-03 04:00:00,11.740218191805823
Chicago,2020-02-03 04:00:00,17.838692566063035
Seattle,2020-02-03 04:00:00,22.985051131550836
New York,2020-02-03 04:00:00,10.856718078654314
Washington,2020-02-03 04:00:00,10.643487292380799
Los Angeles,2020-02-03 04:00:00,12.468247023744862
San Francisco,2020-02-03 04:00:00,20.856345539998504
Ciudad de México,2020-02-03 04:00:00,11.430508089576247
Atlanta,2020-02-03 05:00:00,16.777592288566375
Chicago,2020-02-03 05:00:00,26.1743010858399
Seattle,2020-02-03 05:00:00,32.111977348810051
New York,2020-02-03 05:00:00,28.750461644210112
Washington,2020-02-03 05:00:00,14.522617730715648
Los Angeles,2020-02-03 05:00:00,24.516669859262112
San Francisco,2020-02-03 05:00:00,19.131432534484855
Ciudad de México,2020-02-03 05:00:00,21.216686094111289
Atlanta,2020-02-03 06:00:00,26.157604548328205
Chicago,2020-02-03 06:00:00,39.399777451135044
Seattle,2020-02-03 06:00:00,41.086762596723062
New York,2020-02-03 06:00:00,61.402887321135289
Washington,2020-02-03 06:00:00,30.136778558735834
Los Angeles,2020-02-03 06:00:00,42.188940397606089
San Francisco,2020-02-03 06:00:00,32.680288464726118
Ciudad de México,2020-02-03 06:00:00,30.954866801822195
Atlanta,2020-02-03 07:00:00,45.983409365978787
Chicago,2020-02-03 07:00:00,59.253556414155014
Seattle,2020-02-03 07:00:00,64.726889522363308
New York,2020-02-03 07:00:00,81.963533809631855
Washington,2020-02-03 07:00:00,50.331443062959423
Los Angeles,2020-02-03 07:00:00,69.85576099726164
San Francisco,2020-02-03 07:00:00,57.499109075833424
Ciudad de México,2020-02-03 07:00:00,37.481569462450558
Atlanta,2020-02-03 08:00:00,59.778439738004849
Chicago,2020-02-03 08:00:00,67.481686370333676
Seattle,2020-02-03 08:00:00,76.636298692079635
New York,2020-02-03 08:00:00,78.112720905559783
Washington,2020-02-03 08:00:00,72.224461491598646
Los Angeles,2020-02-03 08:00:00,74.4825431087977
San Francisco,2020-02-03 08:00:00,74.8245500674071
Ciudad de México,2020-02-03 08:00:00,41.7592490466289
Atlanta,2020-02-03 09:00:00,51.275938654646211
Chicago,2020-02-03 09:00:00,60.041544450933728
Seattle,2020-02-03 09:00:00,72.744559414179278
New York,2020-02-03 09:00:00,62.889190036171883
Washington,2020-02-03 09:00:00,67.312168378657191
Los Angeles,2020-02-03 09:00:00,65.564777021367092
San Francisco,2020-02-03 09:00:00,68.2607383086125
Ciudad de México,2020-02-03 09:00:00,43.4810977815225
Atlanta,2020-02-03 10:00:00,45.725672461722766
Chicago,2020-02-03 10:00:00,58.402880309668127
Seattle,2020-02-03 10:00:00,66.579157775817066
New York,2020-02-03 10:00:00,57.01762931590806
Washington,2020-02-03 10:00:00,60.837818689095549
Los Angeles,2020-02-03 10:00:00,61.48770800976925
San Francisco,2020-02-03 10:00:00,63.174499621386325
Ciudad de México,2020-02-03 10:00:00,45.639910015630782
Atlanta,2020-02-03 11:00:00,50.203393590800417
Chicago,2020-02-03 11:00:00,63.057348880996614
Seattle,2020-02-03 11:00:00,57.601500013804682
New York,2020-02-03 11:00:00,57.806047662133672
Washington,2020-02-03 11:00:00,58.581054777364749
Los Angeles,2020-02-03 11:00:00,59.506943114217535
San Francisco,2020-02-03 11:00:00,58.027582917598288
Ciudad de México,2020-02-03 11:00:00,44.878477726997154
Atlanta,2020-02-03 12:00:00,53.930285650503976
Chicago,2020-02-03 12:00:00,62.069869120896371
Seattle,2020-02-03 12:00:00,59.0297170495927
New York,2020-02-03 12:00:00,58.44037703955518
Washington,2020-02-03 12:00:00,61.60933000218931
Los Angeles,2020-02-03 12:00:00,59.814517871020477
San Francisco,2020-02-03 12:00:00,53.175068153552473
Ciudad de México,2020-02-03 12:00:00,45.072924513856691
Atlanta,2020-02-03 13:00:00,54.770997433266629
Chicago,2020-02-03 13:00:00,59.437095575778983
Seattle,2020-02-03 13:00:00,58.363861610634494
New York,2020-02-03 13:00:00,62.574878124871368
Washington,2020-02-03 13:00:00,60.477177470522392
Los Angeles,2020-02-03 13:00:00,63.042607632561854
San Francisco,2020-02-03 13:00:00,58.168410773320446
Ciudad de México,2020-02-03 13:00:00,45.19393896493709
Atlanta,2020-02-03 14:00:00,53.161199092209955
Chicago,2020-02-03 14:00:00,63.868998025254989
Seattle,2020-02-03 14:00:00,61.505746520024019
New York,2020-02-03 14:00:00,77.368264304568044
Washington,2020-02-03 14:00:00,60.220794211097605
Los Angeles,2020-02-03 14:00:00,65.737883303632444
San Francisco,2020-02-03 14:00:00,60.7633255771447
Ciudad de México,2020-02-03 14:00:00,49.251690890690433
Atlanta,2020-02-03 15:00:00,54.9417692831643
Chicago,2020-02-03 15:00:00,72.946805930816026
Seattle,2020-02-03 15:00:00,65.922946834571235
New York,2020-02-03 15:00:00,84.347867627288863
Washington,2020-02-03 15:00:00,62.122559098169084
Los Angeles,2020-02-03 15:00:00,74.363686039162019
San Francisco,2020-02-03 15:00:00,63.652114128717471
Ciudad de México,2020-02-03 15:00:00,51.579533373202061
Atlanta,2020-02-03 16:00:00,60.609467845959188
Chicago,2020-02-03 16:00:00,70.44379262946066
Seattle,2020-02-03 16:00:00,68.502488290153536
New York,2020-02-03 16:00:00,74.946011984444525
Washington,2020-02-03 16:00:00,68.281027817262569
Los Angeles,2020-02-03 16:00:00,72.988318129400881
San Francisco,2020-02-03 16:00:00,68.101034105348745
Ciudad de México,2020-02-03 16:00:00,45.637975832272737
Atlanta,2020-02-03 17:00:00,65.981209831179214
Chicago,2020-02-03 17:00:00,68.769723833736535
Seattle,2020-02-03 17:00:00,70.2006047628488
New York,2020-02-03 17:00:00,62.320365632109386
Washington,2020-02-03 17:00:00,65.021512563518627
Los Angeles,2020-02-03 17:00:00,72.711125646796717
San Francisco,2020-02-03 17:00:00,72.8284935964967
